commande_id,date,semaine,equipe,condition,preparateur_id,anciennete,nb_lignes,erreur
CMD03675,2024-01-25,3,A,avec_pause,PREP_A08,senior,2,0
CMD03676,2024-01-25,3,A,avec_pause,PREP_A07,mid,7,0
CMD03677,2024-01-25,3,A,avec_pause,PREP_A14,mid,3,0
CMD03678,2024-01-25,3,A,avec_pause,PREP_A06,mid,5,0
CMD03679,2024-01-25,3,A,avec_pause,PREP_A08,senior,4,0
CMD03680,2024-01-25,3,A,avec_pause,PREP_A08,senior,3,0
CMD03681,2024-01-25,3,A,avec_pause,PREP_A03,mid,5,0
CMD03682,2024-01-25,3,A,avec_pause,PREP_A06,mid,3,0
CMD03683,2024-01-25,3,A,avec_pause,PREP_A05,mid,5,0
CMD03684,2024-01-25,3,A,avec_pause,PREP_A15,mid,3,0
CMD03685,2024-01-25,3,A,avec_pause,PREP_A11,senior,2,0
CMD03686,2024-01-25,3,A,avec_pause,PREP_A10,mid,4,0
CMD03687,2024-01-25,3,A,avec_pause,PREP_A02,mid,4,0
CMD03688,2024-01-25,3,A,avec_pause,PREP_A09,junior,5,0
CMD03689,2024-01-25,3,A,avec_pause,PREP_A15,mid,3,0
CMD03690,2024-01-25,3,A,avec_pause,PREP_A12,mid,3,0
CMD03691,2024-01-25,3,A,avec_pause,PREP_A07,mid,4,0
CMD03692,2024-01-25,3,A,avec_pause,PREP_A08,senior,5,0
CMD03693,2024-01-25,3,A,avec_pause,PREP_A02,mid,4,0
CMD03694,2024-01-25,3,A,avec_pause,PREP_A08,senior,6,0
CMD03695,2024-01-25,3,A,avec_pause,PREP_A08,senior,3,0
CMD03696,2024-01-25,3,A,avec_pause,PREP_A11,senior,3,0
CMD03697,2024-01-25,3,A,avec_pause,PREP_A11,senior,3,0
CMD03698,2024-01-25,3,A,avec_pause,PREP_A02,mid,3,0
CMD03699,2024-01-25,3,A,avec_pause,PREP_A09,junior,4,0
CMD03700,2024-01-25,3,A,avec_pause,PREP_A04,senior,4,0
CMD03701,2024-01-25,3,A,avec_pause,PREP_A04,senior,4,0
CMD03702,2024-01-25,3,A,avec_pause,PREP_A15,mid,5,0
CMD03703,2024-01-25,3,A,avec_pause,PREP_A06,mid,3,0
CMD03704,2024-01-25,3,A,avec_pause,PREP_A14,mid,2,0
CMD03705,2024-01-25,3,A,avec_pause,PREP_A14,mid,3,0
CMD03706,2024-01-25,3,A,avec_pause,PREP_A02,mid,5,0
CMD03707,2024-01-25,3,A,avec_pause,PREP_A04,senior,3,0
CMD03708,2024-01-25,3,A,avec_pause,PREP_A14,mid,6,0
CMD03709,2024-01-25,3,A,avec_pause,PREP_A11,senior,1,0
CMD03710,2024-01-25,3,A,avec_pause,PREP_A10,mid,4,0
CMD03711,2024-01-25,3,A,avec_pause,PREP_A06,mid,3,0
CMD03712,2024-01-25,3,A,avec_pause,PREP_A09,junior,5,1
CMD03713,2024-01-25,3,A,avec_pause,PREP_A06,mid,4,0
CMD03714,2024-01-25,3,A,avec_pause,PREP_A13,mid,5,0
CMD03715,2024-01-25,3,A,avec_pause,PREP_A13,mid,4,0
CMD03716,2024-01-25,3,A,avec_pause,PREP_A09,junior,7,1
CMD03717,2024-01-25,3,A,avec_pause,PREP_A08,senior,3,0
CMD03718,2024-01-25,3,A,avec_pause,PREP_A01,senior,3,0
CMD03719,2024-01-25,3,A,avec_pause,PREP_A03,mid,7,0
CMD03720,2024-01-25,3,A,avec_pause,PREP_A08,senior,5,0
CMD03721,2024-01-25,3,A,avec_pause,PREP_A14,mid,3,0
CMD03722,2024-01-25,3,A,avec_pause,PREP_A12,mid,6,0
CMD03723,2024-01-25,3,A,avec_pause,PREP_A04,senior,5,0
CMD03724,2024-01-25,3,A,avec_pause,PREP_A07,mid,5,0
CMD03725,2024-01-25,3,A,avec_pause,PREP_A14,mid,3,0
CMD03726,2024-01-25,3,A,avec_pause,PREP_A12,mid,4,0
CMD03727,2024-01-25,3,A,avec_pause,PREP_A10,mid,4,0
CMD03728,2024-01-25,3,A,avec_pause,PREP_A11,senior,5,0
CMD03729,2024-01-25,3,A,avec_pause,PREP_A02,mid,2,1
CMD03730,2024-01-25,3,A,avec_pause,PREP_A01,senior,5,0
CMD03731,2024-01-25,3,A,avec_pause,PREP_A06,mid,3,0
CMD03732,2024-01-25,3,A,avec_pause,PREP_A08,senior,5,0
CMD03733,2024-01-25,3,A,avec_pause,PREP_A14,mid,6,0
CMD03734,2024-01-25,3,A,avec_pause,PREP_A07,mid,4,0
CMD03735,2024-01-25,3,A,avec_pause,PREP_A01,senior,3,0
CMD03736,2024-01-25,3,A,avec_pause,PREP_A01,senior,2,0
CMD03737,2024-01-25,3,A,avec_pause,PREP_A09,junior,6,0
CMD03738,2024-01-25,3,A,avec_pause,PREP_A08,senior,4,0
CMD03739,2024-01-25,3,A,avec_pause,PREP_A11,senior,3,0
CMD03740,2024-01-25,3,A,avec_pause,PREP_A02,mid,5,0
CMD03741,2024-01-25,3,A,avec_pause,PREP_A14,mid,4,0
CMD03742,2024-01-25,3,A,avec_pause,PREP_A01,senior,3,1
CMD03743,2024-01-25,3,A,avec_pause,PREP_A02,mid,3,0
CMD03744,2024-01-25,3,A,avec_pause,PREP_A11,senior,7,0
CMD03745,2024-01-25,3,A,avec_pause,PREP_A01,senior,4,0
CMD03746,2024-01-25,3,A,avec_pause,PREP_A15,mid,4,0
CMD03747,2024-01-25,3,A,avec_pause,PREP_A09,junior,3,0
CMD03748,2024-01-25,3,A,avec_pause,PREP_A04,senior,3,0
CMD03749,2024-01-25,3,A,avec_pause,PREP_A07,mid,5,0
CMD03750,2024-01-25,3,A,avec_pause,PREP_A11,senior,4,0
CMD03751,2024-01-25,3,A,avec_pause,PREP_A01,senior,4,0
CMD03752,2024-01-25,3,A,avec_pause,PREP_A09,junior,3,0
CMD03753,2024-01-25,3,A,avec_pause,PREP_A15,mid,5,0
CMD03754,2024-01-25,3,A,avec_pause,PREP_A02,mid,4,0
CMD03755,2024-01-25,3,A,avec_pause,PREP_A11,senior,3,0
CMD03756,2024-01-25,3,A,avec_pause,PREP_A14,mid,2,0
CMD03757,2024-01-25,3,A,avec_pause,PREP_A12,mid,3,0
CMD03758,2024-01-25,3,A,avec_pause,PREP_A09,junior,5,1
CMD03759,2024-01-25,3,A,avec_pause,PREP_A04,senior,2,0
CMD03760,2024-01-25,3,A,avec_pause,PREP_A06,mid,4,0
CMD03761,2024-01-25,3,A,avec_pause,PREP_A15,mid,4,0
CMD03762,2024-01-25,3,A,avec_pause,PREP_A03,mid,3,0
CMD03763,2024-01-25,3,A,avec_pause,PREP_A09,junior,4,0
CMD03764,2024-01-25,3,A,avec_pause,PREP_A04,senior,5,0
CMD03765,2024-01-25,3,A,avec_pause,PREP_A10,mid,2,0
CMD03766,2024-01-25,3,A,avec_pause,PREP_A14,mid,4,0
CMD03767,2024-01-25,3,A,avec_pause,PREP_A02,mid,2,0
CMD03768,2024-01-25,3,A,avec_pause,PREP_A14,mid,3,1
CMD03769,2024-01-25,3,A,avec_pause,PREP_A14,mid,4,0
CMD03770,2024-01-25,3,A,avec_pause,PREP_A11,senior,5,0
CMD03771,2024-01-25,3,A,avec_pause,PREP_A05,mid,4,0
CMD03772,2024-01-25,3,A,avec_pause,PREP_A04,senior,1,0
CMD03773,2024-01-25,3,A,avec_pause,PREP_A02,mid,3,0
CMD03774,2024-01-25,3,A,avec_pause,PREP_A08,senior,3,0
CMD03775,2024-01-25,3,A,avec_pause,PREP_A04,senior,4,0
CMD03776,2024-01-25,3,A,avec_pause,PREP_A06,mid,4,0
CMD03777,2024-01-25,3,A,avec_pause,PREP_A12,mid,7,0
CMD03778,2024-01-25,3,A,avec_pause,PREP_A05,mid,5,0
CMD03779,2024-01-25,3,A,avec_pause,PREP_A02,mid,4,0
CMD03780,2024-01-25,3,A,avec_pause,PREP_A11,senior,4,0
CMD03781,2024-01-25,3,B,sans_pause,PREP_B04,junior,4,0
CMD03782,2024-01-25,3,B,sans_pause,PREP_B08,junior,2,0
CMD03783,2024-01-25,3,B,sans_pause,PREP_B10,mid,4,0
CMD03784,2024-01-25,3,B,sans_pause,PREP_B04,junior,5,0
CMD03785,2024-01-25,3,B,sans_pause,PREP_B15,mid,1,0
CMD03786,2024-01-25,3,B,sans_pause,PREP_B10,mid,6,0
CMD03787,2024-01-25,3,B,sans_pause,PREP_B01,mid,4,0
CMD03788,2024-01-25,3,B,sans_pause,PREP_B09,mid,5,0
CMD03789,2024-01-25,3,B,sans_pause,PREP_B10,mid,5,0
CMD03790,2024-01-25,3,B,sans_pause,PREP_B09,mid,3,0
CMD03791,2024-01-25,3,B,sans_pause,PREP_B13,junior,3,0
CMD03792,2024-01-25,3,B,sans_pause,PREP_B12,mid,5,0
CMD03793,2024-01-25,3,B,sans_pause,PREP_B07,senior,3,0
CMD03794,2024-01-25,3,B,sans_pause,PREP_B08,junior,4,0
CMD03795,2024-01-25,3,B,sans_pause,PREP_B01,mid,3,0
CMD03796,2024-01-25,3,B,sans_pause,PREP_B13,junior,3,0
CMD03797,2024-01-25,3,B,sans_pause,PREP_B12,mid,3,0
CMD03798,2024-01-25,3,B,sans_pause,PREP_B14,senior,4,0
CMD03799,2024-01-25,3,B,sans_pause,PREP_B05,mid,6,0
CMD03800,2024-01-25,3,B,sans_pause,PREP_B10,mid,4,1
CMD03801,2024-01-25,3,B,sans_pause,PREP_B03,mid,4,0
CMD03802,2024-01-25,3,B,sans_pause,PREP_B02,senior,3,0
CMD03803,2024-01-25,3,B,sans_pause,PREP_B08,junior,2,0
CMD03804,2024-01-25,3,B,sans_pause,PREP_B02,senior,5,0
CMD03805,2024-01-25,3,B,sans_pause,PREP_B10,mid,3,0
CMD03806,2024-01-25,3,B,sans_pause,PREP_B04,junior,2,1
CMD03807,2024-01-25,3,B,sans_pause,PREP_B02,senior,2,0
CMD03808,2024-01-25,3,B,sans_pause,PREP_B10,mid,5,0
CMD03809,2024-01-25,3,B,sans_pause,PREP_B08,junior,2,0
CMD03810,2024-01-25,3,B,sans_pause,PREP_B15,mid,2,0
CMD03811,2024-01-25,3,B,sans_pause,PREP_B07,senior,5,0
CMD03812,2024-01-25,3,B,sans_pause,PREP_B11,junior,3,0
CMD03813,2024-01-25,3,B,sans_pause,PREP_B09,mid,4,0
CMD03814,2024-01-25,3,B,sans_pause,PREP_B03,mid,3,0
CMD03815,2024-01-25,3,B,sans_pause,PREP_B13,junior,4,0
CMD03816,2024-01-25,3,B,sans_pause,PREP_B08,junior,3,0
CMD03817,2024-01-25,3,B,sans_pause,PREP_B08,junior,5,0
CMD03818,2024-01-25,3,B,sans_pause,PREP_B09,mid,4,0
CMD03819,2024-01-25,3,B,sans_pause,PREP_B06,senior,3,0
CMD03820,2024-01-25,3,B,sans_pause,PREP_B01,mid,5,0
CMD03821,2024-01-25,3,B,sans_pause,PREP_B10,mid,4,0
CMD03822,2024-01-25,3,B,sans_pause,PREP_B01,mid,3,0
CMD03823,2024-01-25,3,B,sans_pause,PREP_B05,mid,5,0
CMD03824,2024-01-25,3,B,sans_pause,PREP_B03,mid,3,0
CMD03825,2024-01-25,3,B,sans_pause,PREP_B01,mid,2,0
CMD03826,2024-01-25,3,B,sans_pause,PREP_B11,junior,5,0
CMD03827,2024-01-25,3,B,sans_pause,PREP_B06,senior,3,0
CMD03828,2024-01-25,3,B,sans_pause,PREP_B13,junior,4,0
CMD03829,2024-01-25,3,B,sans_pause,PREP_B13,junior,3,0
CMD03830,2024-01-25,3,B,sans_pause,PREP_B13,junior,1,0
CMD03831,2024-01-25,3,B,sans_pause,PREP_B11,junior,5,0
CMD03832,2024-01-25,3,B,sans_pause,PREP_B09,mid,2,1
CMD03833,2024-01-25,3,B,sans_pause,PREP_B05,mid,4,0
CMD03834,2024-01-25,3,B,sans_pause,PREP_B05,mid,5,0
CMD03835,2024-01-25,3,B,sans_pause,PREP_B01,mid,3,0
CMD03836,2024-01-25,3,B,sans_pause,PREP_B07,senior,3,1
CMD03837,2024-01-25,3,B,sans_pause,PREP_B05,mid,3,0
CMD03838,2024-01-25,3,B,sans_pause,PREP_B11,junior,3,0
CMD03839,2024-01-25,3,B,sans_pause,PREP_B07,senior,3,0
CMD03840,2024-01-25,3,B,sans_pause,PREP_B06,senior,4,0
CMD03841,2024-01-25,3,B,sans_pause,PREP_B04,junior,5,0
CMD03842,2024-01-25,3,B,sans_pause,PREP_B06,senior,4,0
CMD03843,2024-01-25,3,B,sans_pause,PREP_B07,senior,5,0
CMD03844,2024-01-25,3,B,sans_pause,PREP_B08,junior,4,0
CMD03845,2024-01-25,3,B,sans_pause,PREP_B10,mid,3,0
CMD03846,2024-01-25,3,B,sans_pause,PREP_B10,mid,4,0
CMD03847,2024-01-25,3,B,sans_pause,PREP_B10,mid,3,0
CMD03848,2024-01-25,3,B,sans_pause,PREP_B09,mid,4,0
CMD03849,2024-01-25,3,B,sans_pause,PREP_B03,mid,3,0
CMD03850,2024-01-25,3,B,sans_pause,PREP_B05,mid,3,0
CMD03851,2024-01-25,3,B,sans_pause,PREP_B14,senior,4,0
CMD03852,2024-01-25,3,B,sans_pause,PREP_B15,mid,3,0
CMD03853,2024-01-25,3,B,sans_pause,PREP_B02,senior,5,0
CMD03854,2024-01-25,3,B,sans_pause,PREP_B05,mid,3,0
CMD03855,2024-01-25,3,B,sans_pause,PREP_B04,junior,4,0
CMD03856,2024-01-25,3,B,sans_pause,PREP_B15,mid,3,1
CMD03857,2024-01-25,3,B,sans_pause,PREP_B02,senior,5,0
CMD03858,2024-01-25,3,B,sans_pause,PREP_B05,mid,4,0
CMD03859,2024-01-25,3,B,sans_pause,PREP_B11,junior,4,0
CMD03860,2024-01-25,3,B,sans_pause,PREP_B03,mid,3,0
CMD03861,2024-01-25,3,B,sans_pause,PREP_B02,senior,3,0
CMD03862,2024-01-25,3,B,sans_pause,PREP_B10,mid,4,0
CMD03863,2024-01-25,3,B,sans_pause,PREP_B09,mid,3,0
CMD03864,2024-01-25,3,B,sans_pause,PREP_B08,junior,3,0
CMD03865,2024-01-25,3,B,sans_pause,PREP_B10,mid,3,0
CMD03866,2024-01-25,3,B,sans_pause,PREP_B03,mid,5,0
CMD03867,2024-01-25,3,B,sans_pause,PREP_B04,junior,4,0
CMD03868,2024-01-25,3,B,sans_pause,PREP_B06,senior,3,0
CMD03869,2024-01-25,3,B,sans_pause,PREP_B08,junior,5,0
CMD03870,2024-01-25,3,B,sans_pause,PREP_B01,mid,4,0
CMD03871,2024-01-25,3,B,sans_pause,PREP_B14,senior,3,0
CMD03872,2024-01-25,3,B,sans_pause,PREP_B03,mid,3,0
CMD03873,2024-01-25,3,B,sans_pause,PREP_B12,mid,3,0
CMD03874,2024-01-25,3,B,sans_pause,PREP_B08,junior,3,0
CMD03875,2024-01-25,3,B,sans_pause,PREP_B10,mid,4,0
CMD03876,2024-01-25,3,B,sans_pause,PREP_B05,mid,5,0
CMD03877,2024-01-25,3,B,sans_pause,PREP_B07,senior,5,0
CMD03878,2024-01-25,3,B,sans_pause,PREP_B11,junior,3,0
CMD03879,2024-01-25,3,B,sans_pause,PREP_B12,mid,4,0
CMD03880,2024-01-25,3,B,sans_pause,PREP_B12,mid,4,0
CMD03881,2024-01-25,3,B,sans_pause,PREP_B10,mid,6,0
CMD03882,2024-01-25,3,B,sans_pause,PREP_B02,senior,4,0
CMD03883,2024-01-25,3,B,sans_pause,PREP_B02,senior,4,0
CMD03884,2024-01-25,3,B,sans_pause,PREP_B02,senior,3,0
CMD03885,2024-01-25,3,B,sans_pause,PREP_B10,mid,3,0
CMD03886,2024-01-25,3,B,sans_pause,PREP_B04,junior,4,0
CMD03887,2024-01-25,3,B,sans_pause,PREP_B08,junior,2,0
CMD03888,2024-01-25,3,B,sans_pause,PREP_B02,senior,6,0
CMD03889,2024-01-25,3,B,sans_pause,PREP_B12,mid,4,1
CMD03890,2024-01-25,3,B,sans_pause,PREP_B05,mid,5,0
CMD03891,2024-01-25,3,B,sans_pause,PREP_B11,junior,4,0
CMD03892,2024-01-25,3,B,sans_pause,PREP_B15,mid,3,0
CMD03893,2024-01-25,3,B,sans_pause,PREP_B12,mid,2,1
CMD03894,2024-01-25,3,B,sans_pause,PREP_B03,mid,4,0
CMD03895,2024-01-25,3,B,sans_pause,PREP_B11,junior,3,0
CMD03896,2024-01-25,3,B,sans_pause,PREP_B02,senior,2,0
CMD03897,2024-01-25,3,B,sans_pause,PREP_B03,mid,4,0
CMD03898,2024-01-25,3,B,sans_pause,PREP_B14,senior,4,0
CMD03899,2024-01-25,3,B,sans_pause,PREP_B10,mid,3,0
CMD03900,2024-01-25,3,B,sans_pause,PREP_B11,junior,4,0
CMD03901,2024-01-25,3,B,sans_pause,PREP_B08,junior,5,0
CMD03902,2024-01-25,3,B,sans_pause,PREP_B14,senior,3,0
CMD03903,2024-01-25,3,B,sans_pause,PREP_B12,mid,2,0
CMD03904,2024-01-25,3,B,sans_pause,PREP_B04,junior,3,0
CMD03905,2024-01-25,3,B,sans_pause,PREP_B10,mid,4,0
CMD03906,2024-01-25,3,B,sans_pause,PREP_B11,junior,5,0
CMD03907,2024-01-25,3,B,sans_pause,PREP_B15,mid,5,0
CMD03908,2024-01-25,3,B,sans_pause,PREP_B15,mid,4,0
CMD03909,2024-01-25,3,B,sans_pause,PREP_B05,mid,4,0
CMD03910,2024-01-25,3,B,sans_pause,PREP_B12,mid,2,0
CMD03911,2024-01-25,3,B,sans_pause,PREP_B03,mid,3,0
CMD03912,2024-01-25,3,B,sans_pause,PREP_B11,junior,4,0
CMD03913,2024-01-25,3,B,sans_pause,PREP_B14,senior,2,0
CMD03914,2024-01-25,3,B,sans_pause,PREP_B13,junior,5,0
CMD03915,2024-01-25,3,B,sans_pause,PREP_B09,mid,4,0
CMD03916,2024-01-25,3,B,sans_pause,PREP_B04,junior,3,0
CMD03917,2024-01-25,3,B,sans_pause,PREP_B10,mid,4,0
CMD03918,2024-01-25,3,B,sans_pause,PREP_B03,mid,3,0
CMD03919,2024-01-25,3,B,sans_pause,PREP_B02,senior,4,0
CMD03920,2024-01-25,3,B,sans_pause,PREP_B07,senior,5,1
CMD03921,2024-01-26,3,A,avec_pause,PREP_A15,mid,3,0
CMD03922,2024-01-26,3,A,avec_pause,PREP_A14,mid,4,0
CMD03923,2024-01-26,3,A,avec_pause,PREP_A12,mid,6,0
CMD03924,2024-01-26,3,A,avec_pause,PREP_A08,senior,4,0
CMD03925,2024-01-26,3,A,avec_pause,PREP_A07,mid,2,0
CMD03926,2024-01-26,3,A,avec_pause,PREP_A02,mid,2,0
CMD03927,2024-01-26,3,A,avec_pause,PREP_A01,senior,2,0
CMD03928,2024-01-26,3,A,avec_pause,PREP_A08,senior,6,0
CMD03929,2024-01-26,3,A,avec_pause,PREP_A08,senior,3,0
CMD03930,2024-01-26,3,A,avec_pause,PREP_A13,mid,3,0
CMD03931,2024-01-26,3,A,avec_pause,PREP_A05,mid,2,0
CMD03932,2024-01-26,3,A,avec_pause,PREP_A07,mid,4,0
CMD03933,2024-01-26,3,A,avec_pause,PREP_A11,senior,1,0
CMD03934,2024-01-26,3,A,avec_pause,PREP_A02,mid,5,1
CMD03935,2024-01-26,3,A,avec_pause,PREP_A14,mid,6,0
CMD03936,2024-01-26,3,A,avec_pause,PREP_A15,mid,4,0
CMD03937,2024-01-26,3,A,avec_pause,PREP_A13,mid,4,0
CMD03938,2024-01-26,3,A,avec_pause,PREP_A06,mid,1,0
CMD03939,2024-01-26,3,A,avec_pause,PREP_A08,senior,3,0
CMD03940,2024-01-26,3,A,avec_pause,PREP_A01,senior,4,0
CMD03941,2024-01-26,3,A,avec_pause,PREP_A09,junior,3,0
CMD03942,2024-01-26,3,A,avec_pause,PREP_A15,mid,6,0
CMD03943,2024-01-26,3,A,avec_pause,PREP_A04,senior,4,0
CMD03944,2024-01-26,3,A,avec_pause,PREP_A04,senior,4,0
CMD03945,2024-01-26,3,A,avec_pause,PREP_A04,senior,4,0
CMD03946,2024-01-26,3,A,avec_pause,PREP_A03,mid,3,0
CMD03947,2024-01-26,3,A,avec_pause,PREP_A03,mid,3,0
CMD03948,2024-01-26,3,A,avec_pause,PREP_A11,senior,4,0
CMD03949,2024-01-26,3,A,avec_pause,PREP_A04,senior,4,0
CMD03950,2024-01-26,3,A,avec_pause,PREP_A08,senior,4,0
CMD03951,2024-01-26,3,A,avec_pause,PREP_A13,mid,5,0
CMD03952,2024-01-26,3,A,avec_pause,PREP_A03,mid,3,0
CMD03953,2024-01-26,3,A,avec_pause,PREP_A03,mid,3,0
CMD03954,2024-01-26,3,A,avec_pause,PREP_A06,mid,5,0
CMD03955,2024-01-26,3,A,avec_pause,PREP_A02,mid,3,0
CMD03956,2024-01-26,3,A,avec_pause,PREP_A06,mid,2,0
CMD03957,2024-01-26,3,A,avec_pause,PREP_A05,mid,4,0
CMD03958,2024-01-26,3,A,avec_pause,PREP_A10,mid,3,0
CMD03959,2024-01-26,3,A,avec_pause,PREP_A06,mid,3,0
CMD03960,2024-01-26,3,A,avec_pause,PREP_A06,mid,6,0
CMD03961,2024-01-26,3,A,avec_pause,PREP_A09,junior,4,0
CMD03962,2024-01-26,3,A,avec_pause,PREP_A02,mid,3,0
CMD03963,2024-01-26,3,A,avec_pause,PREP_A15,mid,4,1
CMD03964,2024-01-26,3,A,avec_pause,PREP_A04,senior,3,0
CMD03965,2024-01-26,3,A,avec_pause,PREP_A07,mid,5,0
CMD03966,2024-01-26,3,A,avec_pause,PREP_A08,senior,3,0
CMD03967,2024-01-26,3,A,avec_pause,PREP_A14,mid,3,0
CMD03968,2024-01-26,3,A,avec_pause,PREP_A08,senior,4,0
CMD03969,2024-01-26,3,A,avec_pause,PREP_A12,mid,4,0
CMD03970,2024-01-26,3,A,avec_pause,PREP_A15,mid,4,0
CMD03971,2024-01-26,3,A,avec_pause,PREP_A13,mid,3,0
CMD03972,2024-01-26,3,A,avec_pause,PREP_A04,senior,3,0
CMD03973,2024-01-26,3,A,avec_pause,PREP_A06,mid,2,0
CMD03974,2024-01-26,3,A,avec_pause,PREP_A14,mid,3,0
CMD03975,2024-01-26,3,A,avec_pause,PREP_A07,mid,5,0
CMD03976,2024-01-26,3,A,avec_pause,PREP_A04,senior,5,0
CMD03977,2024-01-26,3,A,avec_pause,PREP_A01,senior,4,0
CMD03978,2024-01-26,3,A,avec_pause,PREP_A05,mid,2,0
CMD03979,2024-01-26,3,A,avec_pause,PREP_A15,mid,6,0
CMD03980,2024-01-26,3,A,avec_pause,PREP_A01,senior,4,0
CMD03981,2024-01-26,3,A,avec_pause,PREP_A14,mid,4,0
CMD03982,2024-01-26,3,A,avec_pause,PREP_A13,mid,4,1
CMD03983,2024-01-26,3,A,avec_pause,PREP_A06,mid,4,0
CMD03984,2024-01-26,3,A,avec_pause,PREP_A05,mid,3,0
CMD03985,2024-01-26,3,A,avec_pause,PREP_A13,mid,3,0
CMD03986,2024-01-26,3,A,avec_pause,PREP_A08,senior,2,0
CMD03987,2024-01-26,3,A,avec_pause,PREP_A03,mid,4,0
CMD03988,2024-01-26,3,A,avec_pause,PREP_A06,mid,3,0
CMD03989,2024-01-26,3,A,avec_pause,PREP_A07,mid,6,0
CMD03990,2024-01-26,3,A,avec_pause,PREP_A13,mid,3,0
CMD03991,2024-01-26,3,A,avec_pause,PREP_A10,mid,5,0
CMD03992,2024-01-26,3,A,avec_pause,PREP_A13,mid,2,0
CMD03993,2024-01-26,3,A,avec_pause,PREP_A15,mid,1,0
CMD03994,2024-01-26,3,A,avec_pause,PREP_A03,mid,1,1
CMD03995,2024-01-26,3,A,avec_pause,PREP_A14,mid,4,0
CMD03996,2024-01-26,3,A,avec_pause,PREP_A11,senior,4,0
CMD03997,2024-01-26,3,A,avec_pause,PREP_A06,mid,1,0
CMD03998,2024-01-26,3,A,avec_pause,PREP_A06,mid,3,0
CMD03999,2024-01-26,3,A,avec_pause,PREP_A11,senior,4,0
CMD04000,2024-01-26,3,A,avec_pause,PREP_A07,mid,4,0
CMD04001,2024-01-26,3,A,avec_pause,PREP_A05,mid,4,0
CMD04002,2024-01-26,3,A,avec_pause,PREP_A05,mid,3,1
CMD04003,2024-01-26,3,A,avec_pause,PREP_A08,senior,5,0
CMD04004,2024-01-26,3,A,avec_pause,PREP_A15,mid,2,0
CMD04005,2024-01-26,3,A,avec_pause,PREP_A12,mid,3,0
CMD04006,2024-01-26,3,A,avec_pause,PREP_A14,mid,4,0
CMD04007,2024-01-26,3,A,avec_pause,PREP_A13,mid,4,0
CMD04008,2024-01-26,3,A,avec_pause,PREP_A07,mid,3,0
CMD04009,2024-01-26,3,A,avec_pause,PREP_A13,mid,5,0
CMD04010,2024-01-26,3,A,avec_pause,PREP_A14,mid,2,0
CMD04011,2024-01-26,3,A,avec_pause,PREP_A02,mid,3,0
CMD04012,2024-01-26,3,A,avec_pause,PREP_A06,mid,2,0
CMD04013,2024-01-26,3,A,avec_pause,PREP_A02,mid,6,1
CMD04014,2024-01-26,3,A,avec_pause,PREP_A15,mid,4,0
CMD04015,2024-01-26,3,A,avec_pause,PREP_A01,senior,3,0
CMD04016,2024-01-26,3,A,avec_pause,PREP_A14,mid,2,0
CMD04017,2024-01-26,3,A,avec_pause,PREP_A02,mid,5,0
CMD04018,2024-01-26,3,A,avec_pause,PREP_A09,junior,5,0
CMD04019,2024-01-26,3,A,avec_pause,PREP_A08,senior,4,0
CMD04020,2024-01-26,3,A,avec_pause,PREP_A08,senior,4,0
CMD04021,2024-01-26,3,A,avec_pause,PREP_A08,senior,4,0
CMD04022,2024-01-26,3,A,avec_pause,PREP_A05,mid,5,0
CMD04023,2024-01-26,3,A,avec_pause,PREP_A08,senior,5,0
CMD04024,2024-01-26,3,A,avec_pause,PREP_A05,mid,6,1
CMD04025,2024-01-26,3,A,avec_pause,PREP_A02,mid,3,0
CMD04026,2024-01-26,3,A,avec_pause,PREP_A14,mid,2,0
CMD04027,2024-01-26,3,A,avec_pause,PREP_A06,mid,3,0
CMD04028,2024-01-26,3,A,avec_pause,PREP_A13,mid,4,0
CMD04029,2024-01-26,3,A,avec_pause,PREP_A12,mid,2,0
CMD04030,2024-01-26,3,A,avec_pause,PREP_A15,mid,4,0
CMD04031,2024-01-26,3,A,avec_pause,PREP_A10,mid,4,0
CMD04032,2024-01-26,3,A,avec_pause,PREP_A11,senior,5,0
CMD04033,2024-01-26,3,A,avec_pause,PREP_A01,senior,4,0
CMD04034,2024-01-26,3,A,avec_pause,PREP_A13,mid,3,0
CMD04035,2024-01-26,3,A,avec_pause,PREP_A01,senior,6,1
CMD04036,2024-01-26,3,A,avec_pause,PREP_A07,mid,3,0
CMD04037,2024-01-26,3,A,avec_pause,PREP_A15,mid,4,1
CMD04038,2024-01-26,3,A,avec_pause,PREP_A11,senior,3,0
CMD04039,2024-01-26,3,A,avec_pause,PREP_A15,mid,2,0
CMD04040,2024-01-26,3,A,avec_pause,PREP_A08,senior,4,0
CMD04041,2024-01-26,3,A,avec_pause,PREP_A06,mid,4,0
CMD04042,2024-01-26,3,A,avec_pause,PREP_A04,senior,3,0
CMD04043,2024-01-26,3,A,avec_pause,PREP_A14,mid,4,0
CMD04044,2024-01-26,3,A,avec_pause,PREP_A02,mid,4,0
CMD04045,2024-01-26,3,A,avec_pause,PREP_A01,senior,4,0
CMD04046,2024-01-26,3,A,avec_pause,PREP_A01,senior,4,0
CMD04047,2024-01-26,3,A,avec_pause,PREP_A04,senior,2,0
CMD04048,2024-01-26,3,A,avec_pause,PREP_A02,mid,6,1
CMD04049,2024-01-26,3,A,avec_pause,PREP_A12,mid,6,0
CMD04050,2024-01-26,3,A,avec_pause,PREP_A10,mid,3,0
CMD04051,2024-01-26,3,A,avec_pause,PREP_A04,senior,5,0
